title_year,budget,movie_title,gross
1973,5500000,'High Plains Drifter',15700000
2001,5500000,'Ghost World',6217849
2001,5500000,'Iris',5580479
1980,5500000,'Galaxina',4865000
2004,5500000,'Les Choristes',3629758
2003,5500000,'Mambo Italiano',3031801
2003,5500000,'Wonderland',1060512
2005,5500000,'De battre mon coeur s'est arr\xc3\x83\xc2\xaat\xc3\x83\xc2\xa9',1023424
2011,5500000,'Haevnen',1008098
2011,5500000,'Le Havre',611709
2002,5500000,'Harvard Man',56653
2011,5500000,'Salvation Boulevard',28468
2015,5500000,'R100',24956
2015,5500000,'Miss Julie',0
2008,5500000,'Animals',0
2003,5400000,'Irreversible',792200
2013,5400000,'Tao Jie',0
2006,5300000,'Rang De Basanti',2197694
2013,5300000,'Grabbers',0
2013,5250000,'La Vie d'Ad\xc3\x83\xc2\xa8le \xc3\xa2\xe2\x82\xac\xe2\x80\x9c Chapitres 1 & 2',2450504
2012,5250000,'Hodejegerne',1200010
2007,5250000,'The Ten',769726
2000,5250000,'A Room for Romeo Brass',20097
1944,5200000,'Wilson',2000000
2005,5200000,'Saint Ralph',795126
2011,5200000,'Dum Maaro Dum',564489
1980,5100000,'Somewhere in Time',9709597
2002,5000000,'My Big Fat Greek Wedding',241438208
2011,5000000,'Paranormal Activity 3',104028807
2005,5000000,'Saw II',87025093
2013,5000000,'Insidious Chapter 2',83586447
2016,5000000,'10 Cloverfield Lane',72082999
2015,5000000,'The Visit',65112020
2002,5000000,'Jackass: The Movie',64282312
2016,5000000,'Lights Out',56536016
2012,5000000,'Paranormal Activity 4',53900335
2014,5000000,'Ouija',50856010
1987,5000000,'A Nightmare On Elm Street 3: Dream Warriors',44793222
2013,5000000,'No se Aceptan Devoluciones',44467206
2015,5000000,'The Gift',43787265
1975,5000000,'The Return of the Pink Panther',41833347
1953,5000000,'The Robe',36000000
1991,5000000,'Freddy's Dead: The Final Nightmare',34872033
2003,5000000,'Monster',34469210
2014,5000000,'Paranormal Activity: The Marked Ones',32462372
1954,5000000,'20,000 Leagues Under the Sea'',28200000
2014,5000000,'Oculus',27695246
2013,5000000,'Dallas Buyers Clu',27298285
2015,5000000,'No Escape',27288872
1980,5000000,'The Elephant Man',26010864
2015,5000000,'The Lazarus Effect',25801570
2001,5000000,'Memento',25544867
2011,5000000,'Our Idiot Brother',24814830
2006,5000000,'Clerks II',24148068
1998,5000000,'The Players Clu',23047939
2000,5000000,'Billy Elliot',21995263
2013,5000000,'The Way Way Back',21502690
2014,5000000,'As Above, So Below'',21222315
1997,5000000,'The Apostle',20733485
1982,5000000,'The Man From Snowy River',20659423
1991,5000000,'House Party 2',19438638
1999,5000000,'Doug's 1st Movie',19421271
2016,5000000,'Race',19115191
1981,5000000,'Mommie Dearest',19032000
2015,5000000,'Still Alice',18656400
1988,5000000,'Halloween 4: The Return of Michael Myers',17768757
2011,5000000,'Apollo 18',17686929
2014,5000000,'Addicted',17390770
2001,5000000,'O (Othello)',16017403
1995,5000000,'Halloween:  The Curse of Michael Myers',15126948
1954,5000000,'The Egyptian',15000000
1997,5000000,'Eve's Bayou',14843425
1981,5000000,'Nighthawks',14600000
1989,5000000,'Friday the 13th Part VIII: Jason Takes Manhattan',14343976
2013,5000000,'Spring Breakers',14124286
2002,5000000,'Y Tu Mam\xc3\x83\xc2\xa1 Tambi\xc3\x83\xc2\xa9n',13649881
2004,5000000,'Shaun of the Dead',13542874
2008,5000000,'The Haunting of Molly Hartley',13442412
1996,5000000,'Lone Star',12961389
1986,5000000,'April Fool's Day',12947763
1982,5000000,'Diner',12592907
1983,5000000,'Lone Wolf McQuade',12232628
2009,5000000,'Sunshine Cleaning',12062558
2016,5000000,'Fifty Shades of Black',11686940
1957,5000000,'A Farewell To Arms',11000000
1959,5000000,'Solomon and Sheba',11000000
1982,5000000,'The Beastmaster',10751126
2009,5000000,'Not Easily Broken',10572742
2014,5000000,'Moms\xc3\xa2\xe2\x82\xac\xe2\x84\xa2 Night Out',10429707
2016,5000000,'The Perfect Match',9669521
2000,5000000,'Digimon: The Movie',9628751
2004,5000000,'Saved!',8886160
2003,5000000,'Les invasions barbares',8460000
1976,5000000,'Robin and Marian',8000000
1978,5000000,'Force 10 from Navarone',7100000
2001,5000000,'The Forsaken',6755271
1989,5000000,'UHF',6157157
2010,5000000,'Sea Rex 3D: Journey to a Prehistoric World',6096582
2006,5000000,'Grandma's Boy',6090172
1998,5000000,'Slums of Beverly Hills',5502773
1969,5000000,'C'era una volta il West',5321508
2001,5000000,'Made',5308707
2004,5000000,'La mala educaci\xc3\x83\xc2\xb3n',5211842
2009,5000000,'Moon',5010163
2015,5000000,'90 Minutes in Heaven',4816142
2006,5000000,'Keeping Up with the Steins',4339241
1997,5000000,'The Sweet Hereafter',4306697
2008,5000000,'Bottle Shock',4078607
2011,5000000,'Des Hommes et Des Dieux',3954651
1982,5000000,'Jekyll and Hyde... Together Again',3707583
2016,5000000,'Green Room',3220371
1994,5000000,'Heavenly Creatures',3046086
2011,5000000,'Everything Must Go',2712131
2014,5000000,'Kill the Messenger',2450846
2010,5000000,'Rabbit Hole',2229058
1998,5000000,'Zero Effect',2080693
2004,5000000,'The Machinist',1082044
1992,5000000,'Light Sleeper',1050861
2014,5000000,'Atlas Shrugged: Who Is John Galt?',851690
2003,5000000,'Party Monster',742898
2006,5000000,'The Oh in Ohio',418689
1996,5000000,'Bottle Rocket',407488
1997,5000000,'Albino Alligator',353480
2007,5000000,'Gandhi, My Father'',240425
2008,5000000,'Standard Operating Procedure',228830
2011,5000000,'Tucker & Dale vs. Evil',223838
1998,5000000,'No Looking Back',143273
2010,5000000,'Lovely, Still'',127564
2003,5000000,'Tycoon',121016
1999,5000000,'Desert Blue',99147
2004,5000000,'Decoys',84733
2008,5000000,'Stuck',67505
2007,5000000,'Redacted',65388
2014,5000000,'Rudderless',56001
2005,5000000,'Fascination',16670
2009,5000000,'Grace',8297
2015,5000000,'Area 51',7556
2012,5000000,'Mientras duermes',0
2009,5000000,'Flying By',0
2008,5000000,'The Cottage',0
2009,5000000,'Dead Like Me: Life After Death',0
2007,5000000,'Farce of the Penguins',0
2010,5000000,'Psych 9',0
2014,5000000,'Henry & Me',0
2015,5000000,'Born of War',0
2016,5000000,'Yoga Hosers',0
2014,5000000,'Dying of the Light',0
2015,5000000,'Let's Kill Ward's Wife',0
2015,5000000,'Capricorn One',0
2011,5000000,'We Have Your Husband',0
2012,5000000,'Should've Been Romeo',0
2015,5000000,'Aztec Warrior',0
2015,5000000,'Navy SEAL vs. Zombies',0
2016,5000000,'The Hatching',0
2015,5000000,'Running Forever',0
2008,4900000,'Obsluhoval jsem anglick\xc3\x83\xc2\xa9ho kr\xc3\x83\xc2\xa1le',617228
2010,4900000,'Soul Kitchen',276901
2012,4900000,'The Awakening',95933
2008,4900000,'All Hat',15198
1996,4833610,'Sling Blade',24475416
2006,4800000,'Hostel',47326473
2013,4800000,'Only God Forgives',775849
2011,4750000,'Take Shelter',1728953
2006,4750000,'Tristram Shandy: A Cock and Bull Story',1253413
1986,4700000,'The Texas Chainsaw Massacre 2',8025872
1988,4700000,'Lady in White',1705139
2006,4700000,'Driving Lessons',239962
2011,4700000,'Without Men',0
2015,4700000,'Treading Water',0
1973,4638783,'Pat Garrett and Billy the Kid',8000000
2004,4600000,'Camping Sauvage',3479302
2012,4600000,'Barfi',2804874
2005,4600000,'Dear Frankie',1340891
2011,4600000,'Le nom des gens',514237
2008,4600000,'Savage Grace',434417
2007,4600000,'Out of the Blue',728
1984,4500000,'Police Academy',81198894
1994,4500000,'Four Weddings and a Funeral',52700832
1980,4500000,'The Blue Lagoon',47923795
1982,4500000,'Fast Times at Ridgemont High',27092880
1996,4500000,'Secrets & Lies',13417292
2002,4500000,'25th Hour',13084595
1956,4500000,'Moby Dick',10400000
1996,4500000,'Bound',3802260
2000,4500000,'Requiem for a Dream',3635482
1962,4500000,'State Fair',3500000
2008,4500000,'L\xc3\xa5t den r\xc3\x83\xc2\xa4tte komma in',2122085
1999,4500000,'Tango',1687311
1986,4500000,'Salvador',1500000
2011,4500000,'Salvando al Soldado Perez',1400726
2001,4500000,'Donnie Darko',1270522
1998,4500000,'Karakter',713413
2011,4500000,'Nannerl la soeur de Mozart',707885
2003,4500000,'Spun',410241
2010,4500000,'Life During Wartime',281447
2006,4500000,'Chinjeolhan geumjassi',211667
2011,4500000,'Blackthorn',200558
2015,4500000,'Maggie',187112
2003,4500000,'Lilja 4-ever',181655
2010,4500000,'After.Life',108596
2002,4500000,'Mean Machine',92723
2007,4500000,'Fong juk',51957
2010,4500000,'Spoken Word',32961
2013,4500000,'The Sweeney',26345
2014,4500000,'Falcon Rising',11774
2013,4500000,'Hansel & Gretel Get Baked',0
2014,4500000,'Fugly',0
2015,4500000,'Zipper',0
1975,4400000,'One Flew Over the Cuckoo's Nest',108981275
1976,4400000,'Silent Movie',36145695
2016,4400000,'Airlift (2016)',0
2015,4400000,'R.L. Stine's Monsterville: The Cabinet of Souls',0
2014,4357373,'Anna',0
2003,4300000,'Whale Rider',20779666
2001,4300000,'Sexy Beast',6946056
2009,4300000,'Paa',199228
2012,4300000,'Snabba Cash',188870
1990,4200000,'Night of the Living Dead',5835247
2006,4200000,'Nochnoy dozor',1502188
2010,4200000,'Animal Kingdom',1044039
2010,4200000,'George A. Romero's Survival of the Dead',101740
2011,4200000,'Cargo',0
2006,4200000,'High School Musical',0
1998,4030000,'Love and Death on Long Island',2542264
1982,4000000,'Porky's',109492484
1953,4000000,'Peter Pan',87400000
1992,4000000,'The Crying Game',62546695
2003,4000000,'Lost in Translation',44585453
1977,4000000,'Annie Hall',38251425
1952,4000000,'The Greatest Show on Earth',36000000
2015,4000000,'The Boy Next Door',35423380
1995,4000000,'Leaving Las Vegas',31983777
2001,4000000,'Monster's Ball',31273922
2014,4000000,'Boyhood',25379975
1960,4000000,'Exodus',21750000
2010,4000000,'The Kids Are All Right',20811365
1979,4000000,'The Life of Brian',20008693
2014,4000000,'A Haunted House 2',17329487
2013,4000000,'The Last Exorcism Part II',15179303
1974,4000000,'The Front Page',15000000
1956,4000000,'Trapeze',14400000
1985,4000000,'The Return of the Living Dead',14237880
1988,4000000,'They Live',13000000
2000,4000000,'Saving Grace',12178602
1963,4000000,'The Great Escape',11744471
2004,4000000,'What the #$'! Do We Know',10941801
2006,4000000,'Scoop',10525717
2001,4000000,'The Wash',10097096
2000,4000000,'3 Strikes',9821335
2008,4000000,'The Visitor',9427026
2003,4000000,'The Cooler',8291572
1961,4000000,'The Misfits',8200000
2006,4000000,'The Night Listener',7836393
1995,4000000,'The Jerky Boys',7555256
2007,4000000,'El orfanato',7159147
2007,4000000,'Bug',7006708
2002,4000000,'The Rules of Attraction',6525762
1969,4000000,'Topaz',6000000
2006,4000000,'Let's Go to Prison',4630045
1995,4000000,'Four Rooms',4301000
2002,4000000,'Secretary',4046737
2003,4000000,'The Real Cancun',3816594
1988,4000000,'Talk Radio',3468572
1997,4000000,'Waiting for Guffman',2922988
1999,4000000,'Love Stinks',2793776
2012,4000000,'Samsara',2672413
2007,4000000,'You Kill Me',2426851
2011,4000000,'The Art of Getting By',1430241
2005,4000000,'Thumbsucker',1328679
2011,4000000,'Red State',1065429
2005,4000000,'MirrorMask',864959
1987,4000000,'The Barbarians',800000
2012,4000000,'Holy Motors',641054
2003,4000000,'Poolhall Junkies',563711
1999,4000000,'The Loss of Sexual Innocence',399793
2014,4000000,'Joe',373375
1988,4000000,'Prison',354704
1998,4000000,'Shooting Fish',302204
2009,4000000,'Adoration',294244
2000,4000000,'Psycho Beach Party',267972
2000,4000000,'The Big Tease',185577
2015,4000000,'Desert Dancer',155271
2015,4000000,'Guten Tag, Ramon'',154356
2003,4000000,'Mondays in the Sun',146402
2011,4000000,'Trust',120016
2000,4000000,'An Everlasting Piece',75078
1999,4000000,'Among Giants',64359
1999,4000000,'The Velocity of Gary',34145
2011,4000000,'Stake Land',33245
2015,4000000,'Praia do Futuro',20620
2002,4000000,'Sonny',17639
1997,4000000,'The Last Time I Committed Suicide',12836
2011,4000000,'Another Happy Day',9120
2013,4000000,'Inescapable',4327
2013,4000000,'Geograf globus propil',0
2012,4000000,'A Lonely Place to Die',0
2003,4000000,'Nothing',0
2012,4000000,'The Loved Ones',0
1972,4000000,'1776',0
1930,4000000,'Hell's Angels',0
2008,4000000,'Purple Violets',0
2012,4000000,'Repicas',0
2012,4000000,'The Helpers',0
2015,4000000,'The Veil',0
2014,4000000,'The Perfect Wave',0
2012,4000000,'How to Fall in Love',0
2015,4000000,'Chain of Command',0
1939,3900000,'Gone with the Wind',198680470
1966,3900000,'A Man for All Seasons',28350000
1925,3900000,'Ben-Hur',9000000
1976,3800000,'Network',23689877
2011,3800000,'Down for Life',41914
2010,3800000,'The Good Heart',20930
1965,3800000,'Major Dundee',14873
1950,3768785,'Annie Get Your Gun',8000000
2006,3750000,'Casa de Areia',539285
2010,3750000,'Four Lions',310007
2010,3750000,'Defendor',44462
1970,3716946,'The Ballad of Cable Hogue',3500000
1948,3700000,'The Pirate',2956000
2006,3700000,'The History Boys',2730296
2006,3700000,'Unknown',26403
1969,3600000,'Midnight Cowboy',44785053
1980,3500000,'Airplane!',83453539
1970,3500000,'M*A*S*H',81600000
1997,3500000,'The Full Monty',45950122
1993,3500000,'Menace II Society',27731527
1995,3500000,'Friday',27467564
2016,3500000,'The Witch',25138705
2002,3500000,'Empire',17504595
2013,3500000,'Dark Skies',17418667
1987,3500000,'Creepshow 2',14000000
1967,3500000,'In Cold Blood',13000000
1959,3500000,'The Nun's Story',12800000
1972,3500000,'Frenzy',12600000
1966,3500000,'Harper',12000000
1998,3500000,'I Got the Hook-Up!',10317779
1996,3500000,'She's the One',9482579
1980,3500000,'Terror Train',8000000
1998,3500000,'Gods and Monsters',6451628
2010,3500000,'El secreto de sus ojos',6391436
1987,3500000,'Evil Dead II',5923044
1985,3500000,'Day of the Dead',5804262
2001,3500000,'Pootie Tang',3293258
2000,3500000,'La otra conquista',886410
2011,3500000,'Trolljegeren',253444
2007,3500000,'Ira and Abby',221096
2016,3500000,'The Masked Saint',182695
2006,3500000,'Winter Passing',107492
2005,3500000,'D.E.B.S.',96793
2016,3500000,'Time to Choose',29233
2009,3500000,'Surveillance',27349
1999,3500000,'Taxman',9871
2009,3500000,'The Betrayed',0
2006,3500000,'The Secret',0
2011,3500000,'2:13',0
2013,3500000,'Batman: The Dark Knight Returns, Part 2'',0
2014,3500000,'In the Name of the King III',0
2014,3500000,'Wicked Blood',0
2015,3500000,'Dawn Patrol',0
2013,3450000,'Jagten',687185
2015,3440000,'Lords of London',0
2005,3400000,'La marche de l'empereur',77437223
1977,3400000,'High Anxiety',31063038
2011,3400000,'Margin Call',5353586
2008,3400000,'Choke',2926565
2004,3400000,'L'incomparable mademoiselle C.',493905
2008,3400000,'August',12636
2015,3400000,'To Write Love On Her Arms',0
2014,3300000,'Whiplash',13092006
2007,3300000,'Bella',8093373
2003,3300000,'Cidade de Deus',7563397
2000,3300000,'Human Traffic',104257
2006,3300000,'The Dead Girl',19875
2015,3300000,'The Opposite Sex',0
1983,3250000,'A Christmas Story',20605209
1982,3250000,'Class of 1984',6965361
2009,3250000,'Entre les murs',3766810
1999,3250000,'Dreaming of Joseph Lees',7680
1968,3200000,'Rosemary's Baby',33395426
1962,3200000,'The Man Who Shot Liberty Valance',8000000
2004,3200000,'Maria Full of Grace',6529624
2011,3200000,'Beginners',5790894
2009,3200000,'Adam',2277396
2006,3200000,'Feast',56131
1946,3180000,'It's a Wonderful Life',6600000
1996,3100000,'Trainspotting',16501785
2013,3100000,'Antiviral',0
1978,3000000,'National Lampoon's Animal House',141600000
2010,3000000,'Paranormal Activity 2',84752907
2013,3000000,'The Purge',64473115
1964,3000000,'Goldfinger',51100000
2012,3000000,'Sinister',48086903
2000,3000000,'The Original Kings of Comedy',38168022
1957,3000000,'The Bridge on the River Kwai',33300000
1978,3000000,'Coming Home',32653000
1998,3000000,'Waking Ned Devine',24793251
1997,3000000,'Air Bud',24646936
2002,3000000,'Bowling for Columbine',21576018
1985,3000000,'A Nightmare On Elm Street Part 2: Freddy's Revenge',21163999
1986,3000000,'A Room with a View',20966644
1975,3000000,'Love and Death',20123742
1986,3000000,'Friday the 13th Part VI: Jason Lives',19472057
2002,3000000,'Martin Lawrence Live: RunTelDat',19184820
1960,3000000,'The Apartment',18600000
1958,3000000,'Cat on a Hot Tin Roof',17570324
1970,3000000,'Beneath the Planet of the Apes',17489009
2001,3000000,'Pokemon 3: The Movie',17052128
1993,3000000,'Jason Goes to Hell: The Final Friday',15935068
1990,3000000,'Spaced Invaders',15000000
1976,3000000,'Family Plot',13200000
1966,3000000,'Torn Curtain',13000000
2006,3000000,'Dave Chappelle's Block Party',11718595
1985,3000000,'Krush Groove',11052713
1960,3000000,'Elmer Gantry',10400000
2009,3000000,'Next Day Air',10027047
1961,3000000,'Judgment at Nuremberg',10000000
1999,3000000,'Trippin'',9017070
1948,3000000,'Red River',9012000
2001,3000000,'The Deep End',8823109
2013,3000000,'Before Midnight',8110621
1987,3000000,'Teen Wolf Too',7888000
2006,3000000,'Phat Girlz',7061128
1988,3000000,'Phantasm II',7000000
2004,3000000,'Woman Thou Art Loosed',6879730
2002,3000000,'Real Women Have Curves',5853194
1981,3000000,'Gallipoli',5732587
2006,3000000,'Water',5529144
2000,3000000,'East is East',4170647
2000,3000000,'Whipped',4142507
1997,3000000,'Kama Sutra',4109095
2013,3000000,'Frances Ha',4067398
2010,3000000,'Please Give',4033574
1971,3000000,'Willy Wonka & the Chocolate Factory',4000000
1993,3000000,'Warlock: The Armageddon',3902679
1997,3000000,'8 Heads in a Duffel Bag',3602884
1978,3000000,'Days of Heaven',3446749
2002,3000000,'Thirteen Conversations About One Thing',3287435
2016,3000000,'Compadres',3127773
1999,3000000,'Jawbreaker',3076820
1996,3000000,'Basquiat',2962051
2006,3000000,'Tsotsi',2912606
2010,3000000,'Letters to God',2848587
1998,3000000,'Happiness',2746453
2003,3000000,'DysFunkTional Family',2255000
2014,3000000,'Tusk',1821983
2012,3000000,'Damsels in Distress',1007535
2005,3000000,'Oldboy',707391
2011,3000000,'Hobo with a Shotgun',703372
2012,3000000,'Bachelorette',446770
2010,3000000,'Fish Tank',374675
2011,3000000,'Creature',331000
1996,3000000,'Freeway',295493
2006,3000000,'Love's Abiding Joy',252726
1993,3000000,'Braindead',242623
2010,3000000,'Chain Letter',205842
2012,3000000,'Tim and Eric's Billion Dollar Movie',201436
2007,3000000,'Holly',163069
2010,3000000,'The Eclipse',133411
2008,3000000,'The Grand',115879
2006,3000000,'Sommersturm',95204
2014,3000000,'Fort McCoy',78948
1999,3000000,'The Gambler',51773
2000,3000000,'Just Looking',39852
2012,3000000,'The Divide',18000
2011,3000000,'Tanner Hall',5073
2005,3000000,'My Big Fat Independent Movie',4655
2014,3000000,'Demonic',0
2008,3000000,'\xc3\x83\xc2\xa0 L'Int\xc3\x83\xc2\xa9rieur',0
2014,3000000,'They Came Together',0
2013,3000000,'Open Road',0
1951,3000000,'Alice in Wonderland',0
2010,3000000,'Barry Munday',0
2009,3000000,'The Deported',0
2009,3000000,'Chicago Overcoat',0
2011,3000000,'Never Back Down 2: The Beatdown',0
2015,3000000,'AWOL-72',0
2013,3000000,'30 Nights Of Paranormal Activity With The Devil Inside The Girl With The Dragon Tattoo',0
2015,3000000,'Enter the Dangerous Mind',0
2015,3000000,'Something Wicked',0
2014,3000000,'Point Blank',0
2014,3000000,'Iguana',0
2009,3000000,'Four Single Fathers',0
2015,3000000,'Amnesiac',0
2015,3000000,'Unnatural',0
2015,3000000,'Close Range',0
1950,2900000,'Cinderella',85000000
1998,2900000,'Central do Brasil',5969553
1961,2900000,'Pocketful of Miracles',5000000
2006,2900000,'Boynton Beach Clu',3127472
2010,2900000,'Freakonomics',101270
2011,2900000,'Griff the Invisible',20778
1959,2883848,'Some Like it Hot',25000000
2005,2850000,'High Tension',3681066
1974,2800000,'Young Frankenstein',86300000
1976,2800000,'The Omen',48570885
2005,2800000,'Hustle & Flow',22202809
1988,2800000,'Friday the 13th Part VII: The New Blood',19170001
2006,2800000,'Artie Lange's Beer League',475000
1939,2777000,'The Wizard of Oz',33711566
2008,2750000,'Diary of the Dead',952620
1979,2700000,'The Black Stallion',37799643
1997,2700000,'Ulee's Gold',9054736
2006,2700000,'Lage Raho Munna Bhai',2217561
2015,2700000,'Sardaar Ji',0
2008,2700000,'Rejsen til Saturn',0
1963,2686000,'Donovan's Reef',6600000
1998,2650000,'The Dress',16556
1943,2627000,'A Guy Named Joe',5363000
1974,2600000,'Blazing Saddles',119500000
1984,2600000,'Friday the 13th Part IV: The Final Chapter',32980880
2014,2600000,'Ida',3827060
1987,2600000,'Maurice',3130592
2004,2600000,'Riding Giants',2276368
2008,2600000,'Los Cronocr\xc3\x83\xc2\xadmenes',39127
2011,2600000,'La Cara Oculta',0
2007,2600000,'Timber Falls',0
2008,2600000,'Silver Medalist',0
2011,2600000,'Fat, Sick & Nearly Dead'',0
1952,2540000,'Singin' in the Rain',7200000
2013,2500000,'A Haunted House',40041683
2012,2500000,'2016: Obama\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s America',33349941
2013,2500000,'Kevin Hart: Let Me Explain',32244051
2004,2500000,'Garden State',26782316
1996,2500000,'That Thing You Do!',25857416
1981,2500000,'Halloween II',25533818
1982,2500000,'Halloween 3: Season of the Witch',14400000
2008,2500000,'Religulous',13011160
1971,2500000,'Escape from the Planet of the Apes',12300000
1963,2500000,'Hud',10000000
2013,2500000,'The Spectacular Now',6852971
1991,2500000,'My Own Private Idaho',6401336
1995,2500000,'Before Sunrise',5274005
2012,2500000,'Robot & Frank',3317468
2003,2500000,'Sur Le Seuil',2013052
2000,2500000,'Jesus' Son',1282084
2005,2500000,'Saving Face',1187266
2008,2500000,'Brick Lane',1094998
2013,2500000,'The Lost Medallion: The Adventures of Billy Stone',549632
2003,2500000,'My Life Without Me',432360
2006,2500000,'Marilyn Hotchkiss' Ballroom Dancing and Charm School',349132
2011,2500000,'Super',327716
2008,2500000,'Fuel',174255
2010,2500000,'Valley of the Hearts Delight',118666
2008,2500000,'The Other End of the Line',115504
2010,2500000,'8: The Mormon Proposition',100280
2009,2500000,'Sleep Dealer',80136
2007,2500000,'Eye of the Dolphin',72210
2013,2500000,'Underdogs',35017
2000,2500000,'Anatomie',9598
2009,2500000,'The Calling',0
2013,2500000,'Alien Uprising',0
2010,2500000,'Christmas Mail',0
2015,2500000,'Stung',0
2017,2500000,'Sky Sharks',0
2015,2500000,'8 Days',0
2016,2500000,'Antibirth',0
2016,2500000,'The Rise of the Krays',0
2011,2450000,'Go For It!',180237
1996,2400000,'Get on the Bus',5691854
2007,2400000,'Thr3e',1008849
2006,2400000,'Idiocracy',444093
2014,2400000,'Always Woodstock',0
2007,2380000,'This is England',327919
1944,2361000,'Bathing Beauty',3500000
2015,2300000,'Do You Believe?',12985600
1951,2300000,'Show Boat',11000000
1998,2300000,'Dancer, Texas Pop. 81'',574838
2011,2300000,'Redemption Road',29384
2015,2300000,'The Toxic Avenger Part II',0
2016,2300000,'Eden',0
1987,2300000,'The Brave  Little Toaster',0
1940,2280000,'Fantasia',83320000
1982,2250000,'Friday the 13th Part 3',36690067
1971,2200000,'The French Connection',41158757
1985,2200000,'Friday the 13th Part V: A New Beginning',21930418
2007,2200000,'The Last Sin Eater',388390
2008,2200000,'Impact Point',0
1945,2160000,'The Valley of Decision',9132000
2005,2160000,'Chicken Tikka Masala',0
2008,2150000,'Jack Brooks: Monster Slayer',0
1946,2100000,'The Best Years of Our Lives',23600000
2001,2100000,'Bully',881824
2002,2100000,'Elling',313436
2016,2100000,'Mi America',3330
2009,2100000,'[Rec]',0
2012,2100000,'Infected',0
2010,2100000,'Lies in Plain Sight',0
2015,2100000,'The Timber',0
2016,2100000,'Sharkskin',0
2011,2000000,'Courageous',34522221
1964,2000000,'From Russia With Love',24800000
1982,2000000,'Mad Max 2: The Road Warrior',24600832
1946,2000000,'Notorious',24464742
1967,2000000,'In the Heat of the Night',24379978
1973,2000000,'Sleeper',18344729
1972,2000000,'Everything You Always Wanted to Know',18016290
2015,2000000,'It Follows',14674077
1962,2000000,'To Kill A Mockingbird',13129846
2012,2000000,'Silent House',12739737
2000,2000000,'The Legend of Drunken Master',11546543
1999,2000000,'Boys Don't Cry',11540607
2007,2000000,'Das Leben der Anderen',11284657
1962,2000000,'Lolita',9250000
1940,2000000,'Boom Town',9172000
1947,2000000,'Gentleman's Agreement',7800000
1961,2000000,'The Hustler',7600000
1986,2000000,'Witchboard',7369373
2003,2000000,'Les Triplettes de Belleville',7301288
1998,2000000,'Smoke Signals',6719300
2010,2000000,'Winter's Bone',6531503
2003,2000000,'American Splendor',6003587
2004,2000000,'Before Sunset',5792822
2001,2000000,'Amores Perros',5383834
2003,2000000,'Thirteen',4601043
2004,2000000,'Touching the Void',4593598
2010,2000000,'Inside Jo',4311834
1938,2000000,'Alexander's Ragtime Band',4000000
2005,2000000,'Me and You and Everyone We Know',3885134
2015,2000000,'We Are Your Friends',3591417
2006,2000000,'Harsh Times',3337931
2000,2000000,'Ghost Dog: Way of the Samurai',3330230
2015,2000000,'Captive',2583301
2002,2000000,'Full Frontal',2512846
2008,2000000,'Waltz with Bashir',2283849
2006,2000000,'Strangers with Candy',2072645
2006,2000000,'Shortbus',1985292
2008,2000000,'Son of Rambow: A Home Movie',1785505
2003,2000000,'The Book of Mormon Movie, Volume 1: The Journey'',1660865
2000,2000000,'Hamlet',1577287
2015,2000000,'The Diary of a Teenage Girl',1477002
2007,2000000,'No End In Sight',1433319
1999,2000000,'Get Real',1152411
2007,2000000,'In the Shadow of the Moon',1134358
2011,2000000,'Meek's Cutoff',977772
2005,2000000,'Inside Deep Throat',691880
2001,2000000,'Dinner Rush',638227
2010,2000000,'The Virginity Hit',636706
1998,2000000,'Clockwatchers',537948
1985,2000000,'Subway',390659
2005,2000000,'House of D',388532
2008,2000000,'Teeth',347578
1996,2000000,'Stonewall',304602
2006,2000000,'Sherrybaby',199176
2015,2000000,'The Last Five Years',147299
1998,2000000,'Six-String Samurai',134624
2000,2000000,'Hum to Mohabbt Karega',121807
2005,2000000,'It's All Gone Pete Tong',120620
2010,2000000,'Saint John of Las Vegas',102645
1998,2000000,'24 7: Twenty Four Seven',72544
2014,2000000,'Pump',72277
2008,2000000,'Roadside Romeo',55202
2001,2000000,'Eureka',49388
2003,2000000,'This Thing of Ours',37227
2009,2000000,'Super Capers',30955
1993,2000000,'Return of the Living Dead 3',21000
2009,2000000,'The Missing Person',17896
2006,2000000,'London',12667
2010,2000000,'Circle',10024
2008,2000000,'Eden Lake',7321
2010,2000000,'Jerusalema',7294
2006,2000000,'Say Uncle',5361
2013,2000000,'Plush',3080
2012,2000000,'The Ghastly Love of Johnny X',2436
2009,2000000,'Lesbian Vampire Killers',0
2011,2000000,'Grave Encounters',0
2004,2000000,'Freeze Frame',0
2013,2000000,'Stitches',0
2015,2000000,'To Be Frank, Sinatra at 100'',0
1971,2000000,'Bananas',0
2009,2000000,'Nine Dead',0
2008,2000000,'No Man's Land: The Rise of Reeker',0
2007,2000000,'Rockaway',0
1927,2000000,'Wings',0
2015,2000000,'The Lady from Shanghai',0
2013,2000000,'Straight A's',0
2012,2000000,'The Legend of Hell's Gate:  An American Conspiracy',0
2012,2000000,'Highway',0
2013,2000000,'Small Apartments',0
2013,2000000,'Coffee Town',0
2014,2000000,'Lucky Dog',0
2001,2000000,'Pendulum',0
2014,2000000,'A Funny Thing Happened on the Way to the Forum',0
2007,2000000,'Slacker Uprising',0
2015,2000000,'The Walking Deceased',0
2011,2000000,'True Bromance',0
2015,2000000,'Good Ol' Boy',0
